Age,Gender,Height_cm,Weight_kg,Know_BMI,Fitness_Goal,Activity_Level,Exercise_Frequency,Medical_Conditions,Tracking_Preference,Motivation,Willingness_to_Use_App,Importance_of_Sustainability,Empathy_Preference,Willingness_to_Pay,Useful_App_Features,Used_Fitness_App_Before,Stopped_App_Reason,Workout_Preference,Monthly_Income,Fitness_Persona,Would_Recommend_App,BMI
29,Female,180,95,Yes,Weight loss,Medium,3–4,No,Manual logs,Appearance,4,4,Yes,₹0,"Workout plans, Reminders, Mental health tips",No,"Others, Privacy concerns",Mix of both,₹20k–₹50k,Start but can’t continue,Yes,31.459728732837355
30,Female,170,65,No,Muscle gain,Medium,5–6,No,Wearable devices,Appearance,3,2,Yes,₹200–₹500,"Challenges, Reminders",Yes,Privacy concerns,Mix of both,₹50k–₹1L,Consistent,Yes,23.33716079882646
49,Female,162,74,Yes,Mental wellness,High,3–4,No,Not tracking,Mental health,4,5,Yes,₹500–₹1000,"Reminders, Challenges",Yes,"Too expensive, Didn’t see results",Mix of both,₹1L–₹2L,Need better results,Maybe,28.286537040753004
28,Male,171,69,Yes,Maintain health,Low,3–4,No,Manual logs,Appearance,2,2,Yes,<₹200,"Workout plans, Mental health tips, Challenges, Diet tracker",Yes,"Too expensive, Others",Self-paced,₹20k–₹50k,Start but can’t continue,Yes,25.274611797493403
32,Male,161,63,Yes,Muscle gain,Low,0,No,In-app tracking,Social influence,3,1,Yes,₹200–₹500,"Diet tracker, Challenges, Reminders, Community features",Yes,"Others, Privacy concerns",Guided,<₹20k,Start but can’t continue,Maybe,20.98156981891618
29,Male,176,61,Yes,Muscle gain,Low,0,Yes,In-app tracking,Social influence,3,3,Maybe,<₹200,"Community features, Challenges, Workout plans",Yes,"Others, Got bored",Mix of both,₹20k–₹50k,Consistent,No,20.846525170123904
20,Male,168,74,No,Weight loss,Low,1–2,No,Not tracking,Appearance,2,3,Maybe,₹500–₹1000,"Mental health tips, Community features",Yes,"Didn’t see results, Too expensive",Mix of both,₹20k–₹50k,Consistent,Yes,28.997028857885958
39,Female,163,47,Yes,Others,Low,3–4,No,Manual logs,Appearance,5,5,Yes,₹200–₹500,"Reminders, Diet tracker, Challenges, Mental health tips",Yes,"Too expensive, Others, Didn’t see results",Mix of both,₹50k–₹1L,Start but can’t continue,Yes,15.428162668332813
36,Non-binary,169,81,Yes,Maintain health,High,1–2,No,Wearable devices,Health,5,1,Yes,₹200–₹500,"Community features, Diet tracker, Challenges",No,Too expensive,Guided,<₹20k,Start but can’t continue,Yes,27.829811397636174
36,Male,149,63,No,Weight loss,Medium,1–2,No,Manual logs,Energy,5,4,Maybe,₹200–₹500,"Mental health tips, Challenges, Reminders",Yes,Too expensive,Guided,<₹20k,Consistent,Maybe,24.692336073691916
22,Male,153,53,Yes,Maintain health,Medium,3–4,No,Wearable devices,Health,4,2,Yes,<₹200,"Workout plans, Challenges, Community features, Diet tracker",Yes,"App was buggy, Didn’t see results",Self-paced,₹50k–₹1L,Consistent,Maybe,21.98910295751078
41,Female,153,63,No,Weight loss,High,3–4,No,Wearable devices,Mental health,2,4,Maybe,<₹200,"Community features, Diet tracker, Workout plans",Yes,"Didn’t see results, Too expensive",Mix of both,₹50k–₹1L,Need better results,Maybe,25.837194759288106
18,Non-binary,166,88,No,Others,Low,5–6,Yes,Not tracking,Energy,3,1,Yes,₹200–₹500,"Reminders, Community features",Yes,"Others, Too expensive, Privacy concerns",Self-paced,₹50k–₹1L,Need better results,Yes,35.56258812135895
34,Male,182,61,Yes,Weight loss,Low,1–2,No,In-app tracking,Health,3,5,No,₹200–₹500,"Mental health tips, Diet tracker, Community features",Yes,"Got bored, Privacy concerns",Mix of both,₹50k–₹1L,Start but can’t continue,No,17.708116855267402
47,Female,187,75,No,Maintain health,Medium,0,No,In-app tracking,Appearance,3,1,No,₹200–₹500,"Challenges, Community features",Yes,"App was buggy, Others",Mix of both,₹50k–₹1L,Need better results,Yes,22.254772738504357
22,Male,171,59,Yes,Weight loss,Medium,Daily,Yes,In-app tracking,Mental health,4,5,No,₹200–₹500,"Community features, Mental health tips",Yes,"Got bored, Didn’t see results, Others",Self-paced,₹20k–₹50k,Need motivation to start,Yes,23.080666139680016
25,Male,170,81,Yes,Maintain health,Low,1–2,No,Manual logs,Appearance,4,4,Maybe,₹200–₹500,"Workout plans, Diet tracker, Mental health tips, Challenges",No,"App was buggy, Didn’t see results",Guided,₹50k–₹1L,Need better results,Yes,23.873239906747745
30,Prefer not to say,146,80,Yes,Improve flexibility,Medium,5–6,No,Wearable devices,Social influence,5,4,Yes,₹200–₹500,"Community features, Diet tracker, Mental health tips, Workout plans",No,"Got bored, App was buggy, Didn’t see results",Mix of both,₹1L–₹2L,Consistent,Maybe,38.00034026464266
25,Prefer not to say,159,97,Yes,Maintain health,Medium,5–6,Yes,Not tracking,Health,4,1,Yes,₹200–₹500,"Reminders, Mental health tips, Diet tracker, Workout plans",No,Didn’t see results,Self-paced,₹20k–₹50k,Consistent,No,36.36992266004502
17,Male,157,67,No,Maintain health,Medium,5–6,Yes,In-app tracking,Energy,5,1,No,<₹200,"Diet tracker, Reminders, Mental health tips",Yes,"Others, Too expensive",Self-paced,₹50k–₹1L,Consistent,Yes,25.23022444011866
30,Prefer not to say,158,80,No,Mental wellness,Medium,1–2,No,Not tracking,Social influence,5,3,Maybe,₹500–₹1000,"Diet tracker, Community features, Challenges, Workout plans",Yes,App was buggy,Self-paced,₹1L–₹2L,Need motivation to start,Maybe,30.537631711645787
21,Female,163,71,Yes,Weight loss,Low,5–6,No,In-app tracking,Social influence,3,5,Yes,₹500–₹1000,"Challenges, Workout plans, Diet tracker, Reminders",Yes,"Too expensive, Didn’t see results",Self-paced,₹1L–₹2L,Need motivation to start,Yes,25.945198102807087
33,Female,160,89,Yes,Weight loss,Low,5–6,No,Manual logs,Health,4,3,Maybe,<₹200,"Diet tracker, Mental health tips, Workout plans",No,"App was buggy, Privacy concerns",Mix of both,₹50k–₹1L,Start but can’t continue,Yes,32.91057284737626
22,Female,145,59,No,Weight loss,Medium,3–4,Yes,Wearable devices,Appearance,5,2,Yes,₹200–₹500,"Challenges, Reminders, Diet tracker, Community features",Yes,"Too expensive, Privacy concerns",Self-paced,₹50k–₹1L,Need better results,Yes,27.438884918807027
42,Female,172,81,Yes,Others,Low,1–2,No,Manual logs,Mental health,2,2,Yes,₹200–₹500,"Mental health tips, Challenges, Reminders",No,App was buggy,Self-paced,₹50k–₹1L,Start but can’t continue,Maybe,29.51700200648613
23,Female,154,67,Yes,Muscle gain,High,1–2,No,Wearable devices,Health,2,1,Maybe,₹200–₹500,"Mental health tips, Community features, Challenges",Yes,"Got bored, Privacy concerns",Mix of both,₹50k–₹1L,Start but can’t continue,Yes,29.423628855566815
27,Female,167,69,Yes,Maintain health,Medium,1–2,No,Manual logs,Appearance,4,4,Yes,₹200–₹500,"Reminders, Community features",No,"Too expensive, Didn’t see results, Others",Guided,₹50k–₹1L,Need better results,Yes,30.379092516509097
36,Male,185,71,No,Maintain health,Low,3–4,Yes,In-app tracking,Social influence,3,2,No,₹0,"Mental health tips, Diet tracker",No,App was buggy,Guided,₹20k–₹50k,Start but can’t continue,Maybe,21.318299096084196
20,Male,155,73,Yes,Weight loss,Medium,3–4,No,In-app tracking,Appearance,3,2,Yes,₹500–₹1000,"Community features, Challenges, Diet tracker, Workout plans",Yes,"Privacy concerns, Others, App was buggy",Mix of both,₹20k–₹50k,Need better results,Maybe,31.78506056584826
31,Male,139,68,No,Weight loss,Medium,1–2,No,Not tracking,Appearance,5,3,Yes,₹0,"Mental health tips, Community features, Workout plans",No,"Privacy concerns, App was buggy, Got bored",Mix of both,₹20k–₹50k,Start but can’t continue,Maybe,37.909877136228
40,Female,162,73,No,Weight loss,Low,3–4,No,In-app tracking,Appearance,4,3,No,₹200–₹500,"Mental health tips, Workout plans",Yes,"Got bored, Didn’t see results",Guided,₹20k–₹50k,Start but can’t continue,Yes,25.650543804872033
17,Male,176,93,Yes,Muscle gain,High,1–2,No,Not tracking,Energy,2,2,No,₹500–₹1000,"Mental health tips, Workout plans",No,"Didn’t see results, App was buggy",Guided,₹50k–₹1L,Start but can’t continue,Maybe,32.692442539458334
31,Female,184,84,Yes,Weight loss,High,3–4,No,Manual logs,Mental health,5,1,Yes,₹200–₹500,"Workout plans, Community features",No,Didn’t see results,Mix of both,>₹2L,Need better results,Yes,23.050393465717224
32,Prefer not to say,152,83,No,Weight loss,Medium,Daily,No,Manual logs,Health,5,3,Yes,<₹200,"Workout plans, Mental health tips",No,App was buggy,Mix of both,>₹2L,Need motivation to start,No,36.97678235688636
36,Male,169,63,Yes,Mental wellness,Low,1–2,No,In-app tracking,Health,1,2,Yes,>₹1000,"Community features, Mental health tips, Workout plans, Reminders",Yes,"Got bored, Too expensive, Didn’t see results",Self-paced,₹50k–₹1L,Need motivation to start,Yes,24.085689662326512
20,Female,160,56,No,Others,Medium,1–2,No,Wearable devices,Health,4,4,Yes,₹500–₹1000,"Diet tracker, Reminders",Yes,"Got bored, App was buggy",Guided,>₹2L,Consistent,Maybe,18.176618240592514
19,Male,163,84,No,Weight loss,Medium,1–2,No,Wearable devices,Mental health,5,3,Maybe,₹500–₹1000,"Reminders, Diet tracker, Community features, Mental health tips",No,"Got bored, Didn’t see results, Too expensive",Guided,>₹2L,Need better results,Yes,30.984658119833856
34,Female,191,83,No,Weight loss,Low,3–4,No,Wearable devices,Appearance,2,2,Maybe,₹200–₹500,"Mental health tips, Challenges, Diet tracker",No,"Too expensive, Didn’t see results",Mix of both,₹1L–₹2L,Need motivation to start,Yes,22.71542252890019
32,Male,149,92,No,Weight loss,Low,5–6,No,Wearable devices,Social influence,1,5,Yes,<₹200,"Diet tracker, Mental health tips, Challenges, Community features",Yes,"Didn’t see results, Privacy concerns, Got bored",Self-paced,<₹20k,Consistent,No,39.30091042423336
32,Female,167,60,No,Maintain health,High,Daily,No,In-app tracking,Appearance,2,3,Yes,>₹1000,"Diet tracker, Reminders",Yes,"Too expensive, Got bored",Mix of both,₹50k–₹1L,Consistent,Yes,22.281165109956255
32,Female,169,66,No,Improve flexibility,Low,1–2,No,Wearable devices,Others,3,5,Maybe,₹200–₹500,"Workout plans, Challenges, Community features",Yes,Didn’t see results,Self-paced,₹50k–₹1L,Consistent,Yes,26.601148286849938
24,Non-binary,175,45,Yes,Weight loss,Medium,Daily,No,In-app tracking,Appearance,1,3,No,₹500–₹1000,"Reminders, Community features, Diet tracker",No,Privacy concerns,Mix of both,₹20k–₹50k,Start but can’t continue,Yes,15.0
31,Female,165,64,Yes,Weight loss,Medium,0,No,In-app tracking,Mental health,1,3,No,₹200–₹500,"Workout plans, Mental health tips, Reminders, Community features",No,"App was buggy, Too expensive",Mix of both,₹1L–₹2L,Start but can’t continue,Maybe,25.98121761048883
32,Female,168,84,Yes,Improve flexibility,Medium,3–4,Yes,Wearable devices,Appearance,5,5,Maybe,₹200–₹500,"Reminders, Mental health tips, Workout plans",Yes,"Others, Privacy concerns, Didn’t see results",Guided,₹20k–₹50k,Start but can’t continue,Yes,30.84518636543275
24,Female,161,63,No,Maintain health,Low,0,No,Wearable devices,Appearance,3,1,Yes,>₹1000,"Mental health tips, Reminders, Community features, Challenges",Yes,Got bored,Self-paced,₹20k–₹50k,Consistent,Maybe,21.693640053149505
44,Female,167,79,Yes,Weight loss,High,5–6,No,Manual logs,Social influence,5,2,Yes,₹200–₹500,"Diet tracker, Mental health tips, Community features",Yes,"Privacy concerns, App was buggy",Guided,<₹20k,Need motivation to start,No,27.593205289815682
33,Female,161,67,No,Maintain health,Low,3–4,No,Wearable devices,Social influence,4,1,Maybe,<₹200,"Community features, Workout plans, Diet tracker, Mental health tips",Yes,"Others, Privacy concerns",Self-paced,₹50k–₹1L,Consistent,No,26.46613037278346
35,Male,171,74,Yes,Weight loss,Medium,3–4,No,In-app tracking,Health,2,1,No,<₹200,"Reminders, Mental health tips",No,"Didn’t see results, App was buggy, Got bored",Guided,₹50k–₹1L,Start but can’t continue,Yes,28.580941058472366
35,Non-binary,161,52,No,Muscle gain,Medium,5–6,No,In-app tracking,Mental health,2,2,Yes,₹200–₹500,"Challenges, Workout plans, Diet tracker, Mental health tips",Yes,"Got bored, App was buggy",Guided,₹50k–₹1L,Start but can’t continue,Maybe,21.763785618939515
22,Female,168,71,Yes,Improve flexibility,Medium,1–2,No,In-app tracking,Energy,5,4,Yes,₹0,"Mental health tips, Diet tracker, Challenges, Workout plans",Yes,Too expensive,Mix of both,₹20k–₹50k,Consistent,Yes,23.883282469814336
36,Female,164,25,No,Improve flexibility,High,0,No,Wearable devices,Social influence,2,1,Yes,₹200–₹500,"Challenges, Diet tracker",No,Didn’t see results,Mix of both,₹50k–₹1L,Need better results,Yes,15.0
39,Male,176,67,Yes,Muscle gain,Medium,5–6,No,In-app tracking,Health,2,1,Maybe,₹200–₹500,"Workout plans, Reminders, Diet tracker, Community features",Yes,"Privacy concerns, Got bored, App was buggy",Mix of both,₹50k–₹1L,Consistent,No,16.122896892768814
23,Female,164,45,Yes,Mental wellness,Low,1–2,No,In-app tracking,Energy,4,1,Yes,₹500–₹1000,"Diet tracker, Reminders, Challenges, Community features",Yes,"Privacy concerns, Didn’t see results, Others",Self-paced,₹50k–₹1L,Start but can’t continue,Maybe,18.636863239350845
37,Male,147,88,Yes,Muscle gain,High,1–2,No,In-app tracking,Health,3,4,Yes,₹200–₹500,"Reminders, Mental health tips, Challenges",No,Didn’t see results,Self-paced,₹20k–₹50k,Need motivation to start,Yes,39.291594664427876
33,Female,177,81,No,Improve flexibility,Medium,3–4,Yes,In-app tracking,Health,1,3,Maybe,>₹1000,"Workout plans, Reminders, Community features, Challenges",Yes,"Got bored, Too expensive, Privacy concerns",Guided,<₹20k,Consistent,Yes,23.842815601789773
36,Male,155,77,Yes,Muscle gain,Low,3–4,No,In-app tracking,Social influence,5,5,Yes,<₹200,"Workout plans, Challenges, Diet tracker",No,Didn’t see results,Self-paced,<₹20k,Consistent,Maybe,31.52067429787584
45,Female,158,92,Yes,Mental wellness,Low,0,No,In-app tracking,Appearance,5,5,Yes,₹200–₹500,"Workout plans, Mental health tips",Yes,"Got bored, Privacy concerns",Self-paced,₹50k–₹1L,Consistent,Maybe,34.461844418694646
28,Prefer not to say,159,55,No,Mental wellness,High,1–2,No,In-app tracking,Appearance,4,4,Yes,₹0,"Reminders, Mental health tips, Workout plans",No,"Didn’t see results, Privacy concerns, Got bored",Guided,₹20k–₹50k,Start but can’t continue,Yes,21.462111906472327
23,Male,178,96,No,Weight loss,Low,0,No,Manual logs,Energy,4,1,Yes,₹500–₹1000,"Diet tracker, Reminders, Mental health tips",Yes,Got bored,Mix of both,₹20k–₹50k,Need better results,Yes,32.506399916664805
22,Prefer not to say,143,83,No,Mental wellness,Medium,3–4,No,In-app tracking,Mental health,1,5,Yes,>₹1000,"Community features, Reminders",Yes,"Didn’t see results, Others, App was buggy",Guided,₹20k–₹50k,Need better results,Yes,36.74021522504636
23,Male,196,66,Yes,Improve flexibility,Medium,5–6,Yes,Manual logs,Appearance,3,4,Maybe,₹500–₹1000,"Workout plans, Mental health tips, Community features",Yes,"Didn’t see results, App was buggy",Self-paced,₹50k–₹1L,Need motivation to start,Maybe,17.136155020741537
29,Female,175,87,Yes,Improve flexibility,Low,Daily,Yes,Manual logs,Health,5,2,Maybe,₹200–₹500,"Reminders, Mental health tips",No,App was buggy,Self-paced,₹50k–₹1L,Consistent,Yes,28.193481332111098
32,Female,167,53,No,Weight loss,Medium,3–4,No,Not tracking,Social influence,4,5,Yes,₹200–₹500,"Mental health tips, Workout plans, Challenges, Community features",No,Got bored,Mix of both,₹50k–₹1L,Need motivation to start,Maybe,20.14230604951838
32,Female,164,57,Yes,Improve flexibility,Low,1–2,No,Not tracking,Appearance,5,2,Yes,₹500–₹1000,"Diet tracker, Reminders, Mental health tips, Workout plans",Yes,Got bored,Guided,₹50k–₹1L,Start but can’t continue,Maybe,20.92089688640033
36,Female,167,60,No,Mental wellness,Medium,Daily,Yes,Manual logs,Mental health,2,1,No,>₹1000,"Workout plans, Community features, Reminders",Yes,"Privacy concerns, Too expensive",Self-paced,₹20k–₹50k,Start but can’t continue,Maybe,23.52526789592777
30,Female,170,62,Yes,Weight loss,Medium,3–4,No,Wearable devices,Mental health,5,5,Yes,>₹1000,"Mental health tips, Workout plans, Community features, Reminders",Yes,Others,Self-paced,₹20k–₹50k,Consistent,Maybe,24.29040656661363
41,Male,171,54,Yes,Others,Medium,1–2,No,Manual logs,Health,3,4,Yes,₹200–₹500,"Mental health tips, Reminders",Yes,"Others, Got bored, Privacy concerns",Guided,₹20k–₹50k,Start but can’t continue,Yes,20.639938692331746
27,Male,170,88,Yes,Weight loss,Medium,Daily,No,In-app tracking,Social influence,3,3,Maybe,>₹1000,"Reminders, Mental health tips, Community features, Diet tracker",No,Got bored,Mix of both,₹20k–₹50k,Need better results,Yes,29.096606882512603
51,Female,165,66,Yes,Weight loss,High,5–6,No,In-app tracking,Mental health,5,5,Yes,<₹200,"Diet tracker, Mental health tips",Yes,"Privacy concerns, App was buggy",Guided,₹1L–₹2L,Start but can’t continue,No,28.2319244288769
35,Female,163,75,Yes,Muscle gain,Medium,5–6,No,Not tracking,Health,2,5,Yes,<₹200,"Mental health tips, Challenges, Workout plans, Diet tracker",No,"Too expensive, Didn’t see results, Privacy concerns",Guided,₹50k–₹1L,Start but can’t continue,Yes,41.03700733418303
23,Female,163,61,Yes,Maintain health,Low,5–6,No,In-app tracking,Energy,3,5,Yes,₹0,"Challenges, Diet tracker, Community features",No,"Privacy concerns, Didn’t see results",Guided,₹50k–₹1L,Start but can’t continue,Yes,24.506008369914106
21,Female,163,42,No,Maintain health,Low,1–2,No,Wearable devices,Mental health,4,5,Yes,<₹200,"Workout plans, Mental health tips, Community features, Diet tracker",Yes,"Too expensive, Privacy concerns, Got bored",Mix of both,₹20k–₹50k,Consistent,Yes,18.230882025966295
